ReadIn_ID	USER_ID	D001	D002	D003	D004	D005	D006	D007	D008	D009	D010	D011	D012	D013	D014	D015	D016	D017	D018	D019	D020	D021	D022	D023	D024	D025	D026	D027	D028	D029	D030	D031	D032	D033	D034	D035	D036	D037	D038	D039	D040	D041	D042	D043	D044	D045	D046	D047	D048	D049	D050	D051	D052	D053	D054	D055	D056	D057	D058	D059	D060	D061	D062	D063	D064	D065	D066	D067	D068	D069	D070	D071	D072	D073	D074	D075	D076	D077	D078	D079	D080	D081	D082	D083	D084	D085	D086	D087	D088	D089	D090	D091	D092	D093	D094	D095	D096	D097	D098	D099	D100	D101	D102	D103	D104	D105	D106	D107	D108	D109	D110	D111	D112	D113	D114	D115	D116	D117	D118	D119	D120	D121	D122	D123	D124	D125	D126	D127	D128	D129	D130	D131	D132	D133	D134	D135	D136	D137	D138	D139	D140	D141	D142	D143	D144	D145	D146	D147	D148	D149	D150	D151	D152	D153	D154	D155	D156	D157	D158	D159	D160	D161	D162	D163	D164	D165	D166	D167	D168	D169	D170	D171	D172	D173	D174	D175	D176	D177	D178	D179	D180	D181	D182	D183	D184	D185	D186	D187	D188	D189	D190	D191	D192	D193	D194	D195	D196	D197	D198	D199	D200	D201	D202	D203	D204	D205	D206	D207	D208	D209	D210	D211	D212	D213	D214	D215	D216	D217	D218	D219	D220	D221	D222	D223	D224	D225	D226	D227	D228	D229	D230	D231	D232	D233	D234	D235	D236	D237	D238	D239	D240	D241	D242	D243	D244	D245	D246	D247	D248	D249	D250	D251	D252	D253	D254	D255	D256	D257	D258	D259	D260	D261	D262	D263	D264	D265	D266	D267	D268	D269	D270	D271	D272	D273	D274	D275	D276	D277	D278	D279	D280	D281	D282	D283	D284	D285	D286	D287	D288	D289	D290	D291	D292	D293	D294	D295	D296	D297	D298	D299	D300	D301	D302	D303	D304	D305	D306	D307	D308	D309	D310	D311	D312	D313	D314	D315	D316	D317	D318	D319	D320	D321	D322	D323	D324	D325	D326	D327	D328	D329	D330	D331	D332	D333	D334	D335	D336	D337	D338	D339	D340	D341	D342	D343	D344	D345	D346	D347	D348	D349	D350	D351	D352	D353	D354	D355	D356	D357	D358	D359	D360	D361	D362	D363	D364	D365	D366	D367	D368	D369	D370	D371	D372	D373	D374	D375	D376	D377	D378	D379	D380	D381	D382	D383	D384	D385	D386	D387	D388	D389	D390	D391	D392	D393	D394	D395	D396	D397	D398	D399	D400	D401	D402	D403	D404	D405	D406	D407	D408	D409	D410	D411	D412	D413	D414	D415	D416	D417	D418	D419	D420	D421	D422	D423	D424	D425	D426	D427	D428	D429	D430	D431	D432	D433	D434	D435	D436	D437	D438	D439	D440	D441	D442	D443	D444	D445	D446	D447	D448	D449	D450	D451	D452	D453	D454	D455	D456	D457	D458	D459	D460	D461	D462	D463	D464	D465	D466	D467	D468	D469	D470	D471	D472	D473	D474	D475	D476	D477	D478	D479	D480	D481	D482	D483	D484	D485	D486	D487	D488	D489	D490	D491	D492	D493	D494	D495	D496	D497	D498	D499	D500	D501	D502	D503	D504	D505	D506	D507	D508	D509	D510	D511	D512	D513	D514	D515	D516	D517	D518	D519	D520	D521	D522	D523	D524	D525	D526	D527	D528	D529	D530	D531	D532	D533	D534	D535	D536	D537	D538	D539	D540	D541	D542	D543	D544	D545	D546	D547	D548	D549	D550	D551	D552	D553	D554	D555	D556	D557	D558	D559	D560	D561	D562	D563	D564	D565	D566	D567	D568	D569	D570	D571	D572	D573	D574	D575	D576	D577	D578	D579	D580	D581	D582	D583	D584	D585	D586	D587	D588	D589	D590	D591	D592	D593	D594	D595	D596	D597	D598	D599	D600	D601	D602	D603	D604	D605	D606	D607	D608	D609	D610	D611	D612	D613	D614	D615	D616	D617	D618	D619	D620	D621	D622	D623	D624	D625	D626	D627	D628	D629	D630	D631	D632	D633	D634	D635	D636	D637	D638	D639	D640	D641	D642	D643	D644	D645	D646	D647	D648	D649	D650	D651	D652	D653	D654	D655	D656	D657	D658	D659	D660	D661	D662	D663	D664	D665	D666	D667	D668	D669	D670	D671	D672	D673	D674	D675	D676	D677	D678	D679	D680	D681	D682	D683	D684	D685	D686	D687	D688	D689	D690	D691	D692	D693	D694	D695	D696	D697	D698	D699	D700	D701	D702	D703	D704	D705	D706	D707	D708	D709	D710	D711	D712	D713	D714	D715	D716	D717	D718	D719	D720	D721	D722	D723	D724	D725	D726	D727	D728	D729	D730	D731	D732	D733	D734	D735	D736	D737	D738	D739	D740	D741	D742	D743	D744	D745	D746	D747	D748	D749	D750	D751	D752	D753	D754	D755	D756	D757	D758	D759	D760	D761	D762	D763	D764	D765	D766	D767	D768	D769	D770	D771	D772	D773	D774	D775	D776	D777
1	446220	1	0	0	1	2	0	0	0	0	0	0	8	4	7	0.292	2	6	29	21	0	0	0	0	17	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.363	7.055	43	22	45	24	3	0	0	233.329	63.604	1.479	8	0	15.72	1.886	2.043	36	99.257	92.818	0.232	28.003	0.651	42.067	0.978	42.822	0.996	53.616	1.247	29.122	0.677	116	312	240	17	503	48.5	4398	7220	4469	11568	21.245	126.712	1021	4.42	77.551	49.166	846.198	63.953	1695.5	24.583	3.387	1947	10974	19.334	128.431	7028	855.107	855.362	986.802	851.047	842.89	840.882	1289.07	1.671	2.211	2.21	2.088	2.215	2.221	2.224	2.407	2.038	5.297	28.752	130.547	51.833	2.356	15.69	10.613	9.43	8.364	6.838	5.371	0.713	0.442	0.277	0.178	0.11	0.071	12.898	7.673	6.058	4.955	3.767	2.655	0.586	0.32	0.178	0.105	0.061	0.035	15.69	10.613	9.43	8.364	6.838	5.371	0.959	67.389	3.322	176.451	50.068	15.354	6.29	2.877	4.39	379	178	8.091	1.099	14.835	64	634	68	0.582	0.359	0.194	0.104	1	7	1.419	2.368	3.132	7.643	723.502	7803.42	4.278	4.432	1.749	4.966	3.003	2.074	34.253	0.263	0.397	0.771	1.479	63.604	0.273	3.947	0.262	2.464	105.971	0.454	2.962	0.437	4.278	183.945	0.788	1.148	0.758	4.676	201.065	0.862	0.75	0.828	4.88	209.82	0.899	0.547	0.865	4.88	209.82	0.899	0.547	0.865	2.506	5.05	79.983	80.007	92.309	120.903	79.602	78.85	78.655	1.143	1.14	-0.57	-5.696	1.196	1.302	1.329	159.008	159.058	185.881	247.799	158.182	156.575	156.147	0	42.224	112.22	0	0	0	0	0	0	0	0	42.224	112.22	0	71.38	0	0	0	0	0	34	47	62	76	83	88	83	79	76	72.75	107.625	152.438	149.313	177.688	164.188	199.5	239.688	906	2544.69	2.809	18.477	44.735	22.045	22.284	0	18	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	58	139	340	829	2043	3455	22	48	0	184	10	858	28.253	41.807	46.048	44.732	40.061	34.944	28.857	22.948	28.949	44.698	54.041	51.8	44.687	41.424	39.815	33.617	46.603	86.725	116.533	133.408	121.573	100.203	91.466	90.522	35.346	53.415	61.481	55.639	48.111	47.056	48.045	40.827	0.511	0.529	0.351	0.368	0.152	0.581	0.392	0.331	0.473	0.465	0.69	0.346	0.548	0.659	0.488	0.78	0.636	0.66	0.757	0.424	0.531	0.825	0.672	0.904	0.87	0.915	0.952	1.059	1.022	0.961	0.93	0.942	0.071	0.055	0.086	0.078	0.09	0.065	0.06	0.07	0.419	0.453	0.518	0.734	0.887	0.435	0.713	0.504	0.53	0.663	0.639	0.915	0.994	0.831	0.992	0.742	1.097	0.855	0.993	0.892	1.375	0.862	1.553	1.789	4	2.889	2.069	1.249	0.948	0.585	0.278	0.141	0.078	0.025	0.19	0.138	0.099	0.059	0.045	0.028	0.013	0.007	0.004	0.001	0.584	8.031	8.027	8.004	8.003	7.032	6.309	6.205	6.165	20.89	20.795	20.748	20.728	20.723	20.702	20.605	20.586	3.519	3.513	3.468	3.467	2.996	2.778	2.664	2.632	1.013	0.896	0.883	0.628	0.626	0.413	0.411	-0.029	9.276	9.18	8.68	8.45	8.303	8.263	7.35	7.289	23.122	22.789	22.117	22.093	21.858	21.804	21.103	20.895	5.278	5.134	4.866	4.739	4.177	3.91	3.695	3.689	3.962	3.529	3.14	3.019	2.607	2.529	2.238	2.144	2	0	0	0	3	4	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.858	-0.762	0.25	2.414
2	3117	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0.867	2	0	17	20	0	0	0	0	10	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.541	8.237	36	16	35	15	0	0	0	186.117	56.459	1.568	4	0.014	8.553	1.548	1.707	21	65.919	62.75	0.307	23.299	0.647	34.275	0.952	34.373	0.955	43.968	1.221	30.502	0.847	66	102.095	96	4	136.312	33	1834	1907.33	1543	1801.44	16.446	263.181	502	4.183	43.059	28.411	502	-28.141	805.5	14.206	4.109	502	1611	28.411	120	502	313.554	313.565	493.751	448.282	433.559	452.572	335.512	3.934	2.136	2.136	1.813	1.898	1.922	1.891	2.096	1.073	0.7	6.892	135.348	25.222	1.576	12.552	7.599	5.685	4.784	3.184	1.158	0.785	0.507	0.316	0.228	0.177	0.097	13.622	8.49	6.44	5.959	4.199	2.471	0.851	0.566	0.358	0.284	0.233	0.206	11.414	6.664	4.531	3.564	2.044	0.445	1.698	61.602	2.66	86.108	36	16.805	9.797	6.364	10.29	212	118	7.375	1.125	10.25	46	268	34	0.542	0.35	0.153	0.039	0.8	15	3.75	2.25	3.057	6.686	366.809	3356.49	2.5	3.973	1.75	4.177	2.935	1.893	60.801	0.685	1.063	1.887	1.568	56.459	0.303	3.602	0.301	2.102	75.679	0.407	3.068	0.404	2.642	95.098	0.511	2.528	0.507	2.642	95.098	0.511	2.528	0.507	2.642	95.098	0.511	2.528	0.507	2.642	95.098	0.511	2.528	0.507	2.211	0	42.01	42.013	64.22	44.979	58.064	56.292	58.526	2.786	2.787	0.029	2.604	0.369	0.6	0.273	82.808	82.816	128.412	89.024	115.759	111.984	116.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	18	12	12	12	8	4	0	27	24	17	16	16	8	4	0	136	167	1.228	0.35	30.139	16.268	16.268	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	33	72	159	349	772	1416	16	30	0	102	0	420	30.48	45.282	53.521	48.032	37.735	22.829	22.925	13.205	21.74	28.969	34.91	39.06	33.081	21.831	21.473	21.837	35.289	61.902	71.758	72.488	77.873	48.364	41.208	48.362	42.418	63.747	76.048	82.668	80.248	41.74	40.942	33.538	0.307	0.157	0.336	0.212	0.265	0.077	0.067	0.016	0.528	0.185	0.379	0.361	0.037	0.07	0.508	1.844	0.582	0.357	0.734	0.822	0.478	0.457	0.783	1.72	0.501	0.721	0.791	0.715	0.8	0.391	0.465	0.233	0.705	0.771	1.025	1.61	0.995	0.728	0.634	0.007	0.365	0.669	0.449	0.512	0.565	0.959	1.027	0.157	0.377	0.873	1.095	1.525	1.381	1.757	1.805	0.331	1.059	2.047	1.934	2.628	2.326	1.795	1.773	0	3.5	2.444	1.25	0.32	0.333	0.327	0.125	0.099	0	0	0.233	0.163	0.083	0.021	0.022	0.022	0.008	0.007	0	0	0.56	16.101	16.005	16.003	15.901	7.031	7.028	6.108	6.108	24.532	24.441	24.44	24.331	20.698	20.69	20.688	20.688	3.003	2.994	2.827	2.792	2.729	2.578	2.578	2.576	1.172	1.172	0.963	0.963	0.954	0.954	-0.024	-0.025	17.109	16.215	16.177	15.09	8.382	8.379	7	7	25.716	24.978	24.784	23.616	21.77	21.767	21.58	21.58	4.985	4.838	4.157	3.914	3.47	3.47	3.279	2.626	4.786	4.53	3.897	2.663	2.586	2.338	2.064	2.064	4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4.087	-0.612	0	1.761
3	3291	0	0	0	1	0	0	0	0	0	0	0	2	1	3	0.3	2	0	12	11	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.172	6.722	21	10	21	10	1	0	0	92.239	32.533	1.549	4	0.059	5.663	1.558	1.762	13	30.521	21.6	0.276	13.057	0.622	20.608	0.981	20.959	0.998	26.272	1.251	12.453	0.593	50	146	104	8	236	22.5	444	882	351	1171	9.551	19.95	108	2.4	23.533	17.833	89.2	0	104	8.917	1.265	181	505	9.107	29.188	277	94.643	94.655	101.544	94.271	94.12	93.651	109.995	2.609	4.131	4.13	3.909	4.14	4.147	4.158	4.388	1.811	4.006	15.403	25.719	28.083	2.808	7.776	4.582	4.454	3.568	2.461	1.267	0.778	0.458	0.297	0.198	0.13	0.09	6.231	3.426	2.968	2.132	1.042	0.439	0.623	0.343	0.198	0.118	0.055	0.031	7.776	4.582	4.454	3.568	2.461	1.267	1.028	29.057	1.99	50.915	19.219	7.419	2.169	1.126	1.61	73	39	3.9	0.54	3.72	15	66	14	0.604	0.369	0.165	0.061	0.667	2	0.664	1.485	2.038	5.353	91.695	578.105	3.122	3.292	1.485	3.486	2.078	1.614	16.374	0.641	0.854	2.27	1.549	32.533	0.353	2.843	0.342	2.429	51.019	0.553	1.963	0.537	3.178	66.729	0.723	1.215	0.702	3.749	78.729	0.854	0.643	0.829	3.749	78.729	0.854	0.643	0.829	3.749	78.729	0.854	0.643	0.829	2.407	1.609	19.563	19.566	20.925	22.815	19.493	19.461	19.374	0.643	0.641	-0.334	-2.834	0.679	0.729	0.757	38.484	38.49	42.184	48.465	38.307	38.194	37.992	0	19.983	0	0	0	0	0	0	0	0	0	19.983	0	0	0	0	0	0	0	0	15	18	19	14	5	1	0	0	0	24	29	24	8	2	0	0	0	92	128	1.391	0.406	19.108	10.204	10.569	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	58	143	337	825	1408	10	20	0	80	10	380	11.933	18.502	18.192	11.097	2.996	0.356	0	0	12.729	19.646	22.23	17.119	7.407	1.125	0	0	21.636	39.458	52.8	58.452	36.443	6.554	0	0	14.393	21.984	23.16	17.629	7.215	0.865	0	0	0.078	0.565	0.077	-0.093	-0.293	0	0	0	0.21	0.481	0.658	0.423	0.451	0	0	0	0.547	0.691	0.73	0.378	0.187	0	0	0	0.763	0.902	1.007	1.232	1.353	0	0	0	0.126	0.07	0.109	0.044	0.017	0	0	0	0.408	0.486	0.872	1.537	2.518	0	0	0	0.919	0.823	1.092	1.695	2.407	0	0	0	2.269	1.01	1.747	1.538	1.446	0	0	0	4	2	1.389	0.205	0	0	0	0	0	0	0.444	0.222	0.154	0.023	0	0	0	0	0	0	0.844	8.023	8.021	7.019	6.217	6.098	6.06	5.983	5.914	20.803	20.685	20.652	20.584	20.514	20.476	20.362	15.594	3.506	3.502	2.966	2.681	2.564	2.52	2.441	2.374	1.235	1.141	1.05	0.975	0.864	0.416	0.413	-0.014	9.175	8.799	7.881	7.386	6.785	6.285	5.584	5.008	22.797	21.725	21.354	20.867	20.155	19.666	18.503	15.354	5.23	4.612	4.132	3.271	3.146	2.616	1.938	1.399	3.579	2.778	2.369	1.744	1.437	1.199	0.971	0.353	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.585	-0.672	0	0.391
4	3292	1	0	0	1	1	0	0	0	0	0	0	8	2	3	0.188	2	6	21	12	0	0	0	0	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.231	7.564	27	15	28	16	2	0	0	128.382	43.309	1.604	5	0.006	10.345	1.837	1.993	22	57.478	47.067	0.261	18.166	0.673	26.537	0.983	27.142	1.005	33.712	1.249	18.609	0.689	76	220	150	11	365	33	1507	2704	1439	4306	14.874	34.453	353	3.362	43.63	30.266	272.8	15.292	463	15.133	2.227	646	2693	11.403	60.736	1562	283.893	283.946	315.281	281.745	281.854	278.677	318.558	1.974	3.095	3.094	2.915	3.105	3.107	3.12	3.188	1.976	4.79	18.684	51.834	38.333	2.556	10.837	7.236	6.206	5.452	4.613	3.07	0.722	0.452	0.282	0.182	0.121	0.077	8.435	4.906	3.376	2.475	1.69	0.975	0.562	0.307	0.153	0.083	0.044	0.024	10.837	7.236	6.206	5.452	4.613	3.07	0.92	45.519	2.669	97.498	33.094	10.026	3.93	1.694	2.627	191	93	6.2	0.907	8.071	33	211	31	0.573	0.361	0.201	0.095	1	2	0.521	2.149	2.715	6.521	285.087	2301.9	3.507	3.879	1.746	4.522	2.673	1.865	21.986	0.348	0.508	1.068	1.604	43.309	0.337	3.151	0.318	2.665	71.964	0.561	2.09	0.528	3.825	103.263	0.804	0.93	0.758	4.106	110.872	0.864	0.649	0.814	4.208	113.627	0.885	0.546	0.834	4.208	113.627	0.885	0.546	0.834	2.435	3.401	39.099	39.106	43.402	43.933	38.806	38.824	38.39	0.786	0.783	-0.43	-2.807	0.84	0.886	0.943	77.412	77.428	87.234	90.673	76.772	76.761	75.837	0	30.653	38.238	0	0	0	0	0	0	0	0	30.653	38.238	0	0	0	0	0	0	0	22	30	38	40	36	34	28	22	14	55.75	88.125	124.188	111.938	144.625	165.375	156.938	121.5	299	1084.5	3.627	8.857	30.11	15.091	15.384	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	38	90	217	521	1264	2161	15	32	0	120	10	548	18.516	26.933	27.763	24.3	17.735	12.057	6.059	2.105	18.355	26.924	29.445	26.281	21.523	15.394	10.63	6.357	29.13	50.134	63.239	60.953	56.183	38.987	27.842	21.344	25.812	37.489	38.084	32.862	26.81	18.742	12.594	7.63	0.152	0.561	0.169	-0.095	-0.054	0.092	0.355	0.654	0.515	0.256	0.43	0.55	0.393	0.911	1.511	2.156	0.714	0.531	0.595	0.549	0.561	0.969	1.56	2.248	0.835	0.906	0.951	1.059	0.947	1.013	1.06	1.061	0.082	0.051	0.104	0.073	0.097	0.098	0.102	0.091	0.242	0.388	0.567	0.887	0.658	0.676	0.788	1.027	0.404	0.705	0.844	1.084	0.814	0.892	1.484	2.545	1.635	0.912	1.336	1.799	1.918	1.428	0.762	0.267	2.5	2	1.701	0.726	0.368	0.138	0.071	0.02	0	0	0.179	0.143	0.122	0.052	0.026	0.01	0.005	0.001	0	0	0.538	8.023	8.021	7.036	7.012	6.31	6.172	6.148	6.105	20.89	20.756	20.728	20.691	20.666	20.591	20.501	20.471	3.507	3.502	2.997	2.954	2.779	2.639	2.618	2.57	1.178	1.101	1.007	0.959	0.417	0.414	-0.013	-0.027	9.27	8.811	8.533	7.887	7.789	7.228	7.225	6.633	23.135	22.266	21.804	21.744	21.527	21.144	20.127	19.659	5.33	4.965	4.59	4.075	3.845	3.695	3.426	2.865	3.94	3.384	2.808	2.607	2.55	2.206	1.624	1.432	1	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.392	-0.716	0.375	1.636
5	4909	1	0	0	0	2	0	0	0	0	0	0	8	2	3	0.176	2	6	22	14	0	0	0	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.259	7.275	30	16	31	17	2	0	0	147.207	46.884	1.563	5	0.004	10.92	1.829	1.979	29	61.69	48.125	0.228	19.87	0.662	29.318	0.977	29.935	0.998	37.328	1.244	20.335	0.678	82	222	176	12	385	35	1634	2878	1553	4526	15.456	28.513	385	3.208	49.676	33.869	299.333	15.762	469	16.934	1.833	763	3265	12.042	67.011	1646	319.071	319.105	338.368	317.868	317.731	316.046	349.414	2.194	3.232	3.232	3.102	3.239	3.242	3.249	3.349	2.32	4.986	20.672	66.727	40.25	2.516	11.596	7.714	6.534	6.087	5.184	3.368	0.725	0.454	0.272	0.174	0.121	0.077	9.117	5.337	3.813	3.07	2.12	1.22	0.57	0.314	0.159	0.088	0.049	0.028	11.596	7.714	6.534	6.087	5.184	3.368	0.942	48.349	2.649	111.208	32.881	10.993	4.163	1.599	2.86	182	89	5.562	0.742	7.484	31	274	34	0.577	0.387	0.217	0.093	0.75	2	0.5	1.796	2.521	6.75	302.557	2598.79	3.25	3.975	1.805	4.59	2.459	1.917	22.525	0.363	0.513	1.206	1.563	46.884	0.318	3.344	0.302	2.661	79.823	0.542	2.246	0.515	3.736	112.087	0.761	1.171	0.723	3.99	119.697	0.813	0.917	0.772	3.948	118.452	0.805	0.958	0.764	4.082	122.452	0.832	0.825	0.79	2.496	3.584	40.959	40.964	43.536	44.965	40.799	40.786	40.56	0.786	0.783	-0.43	-2.807	0.84	0.886	0.943	81.768	81.777	87.503	92.848	81.484	81.393	81.029	0	0	80.471	0	0	0	0	0	0	0	0	0	80.471	0	0	0	0	0	0	0	24	35	43	44	37	34	28	16	12	62.75	99.625	133.438	125.813	154.938	165.063	82.125	77.625	318	1107.5	3.483	8.902	32.074	16.1	16.402	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	41	100	247	611	1520	2552	16	34	0	130	0	640	19.531	28.652	35.437	35.044	22.985	11.354	2.581	0.315	20.215	30.675	37.53	37.086	31.714	20.835	8.978	2.169	31.988	55.355	75.659	82.897	82.901	65.03	36.304	10.677	27.511	41.213	48.141	45.685	38.8	25.078	10.583	2.49	0.319	0.76	0.141	0.048	-0.092	-0.275	0.705	0	0.549	0.164	0.304	0.763	0.968	0.924	1.264	0	0.74	0.543	0.571	0.735	1.003	0.96	1.563	0	0.831	0.842	0.918	1.112	1.018	1.049	0.914	0	0.074	0.076	0.116	0.061	0.088	0.097	0.021	0	0.204	0.377	0.676	0.752	0.443	0.471	0.244	0	0.394	0.906	1.155	0.924	0.562	0.559	0.581	0	1.342	0.485	1.505	1.634	2.036	2.347	0.285	0	3.5	2.889	2.062	0.813	0.347	0.198	0	0	0	0	0.233	0.193	0.138	0.054	0.023	0.013	0	0	0	0	0.654	8.023	8.021	7.03	7.008	6.314	6.204	6.148	6.134	20.894	20.789	20.728	20.715	20.66	20.588	20.583	20.503	3.506	3.502	2.988	2.946	2.783	2.669	2.618	2.603	1.094	1.082	1.017	0.898	0.415	0.415	-0.008	-0.024	9.185	8.861	8.519	8	7.705	7.254	7.225	7.13	23.207	22.614	21.804	21.741	21.472	21.076	20.925	19.996	5.315	4.902	4.68	4.131	3.884	3.695	3.59	3.094	3.993	3.483	2.665	2.659	2.607	2.246	1.862	1.695	1	1	0	0	1	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.459	-0.734	0.353	1.243
